@version:1.5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[mcmds],,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enable,mode,func,readAddress,readQuantity,writeAddress,writeQuantity,pollInterval,swap,fpFunc,fpTout,fpData,scalingFunc,interceptSlope,interceptOffset,pointSourceMin,pointSourceMax,pointTargetMin,pointTargetMax,stFunc,stData,tagName,dataType,dataUnit,access,dataSize,offset
Sc,1,0,3,32074,2,0,1,10000,0,0,3600,00 00,1,0.001,0,0,1,0,1,0,,Sc,int32,,r,,0
Tc,1,0,3,32076,2,0,1,10000,0,0,3600,00 00,1,0.001,0,0,1,0,1,0,,Tc,int32,,r,,0
Eff,1,0,3,32086,1,0,1,10000,0,0,3600,00 00,1,0.0001,0,0,1,0,1,0,,Eff,uint16,,r,,0
temp_1,1,0,3,32087,1,0,1,10000,0,0,3600,00 00,1,0.1,0,0,1,0,1,0,,temp_1,int16,,r,,0
State,1,0,3,32089,1,0,1,10000,0,0,3600,00 00,1,1,0,0,1,0,1,0,,State,uint16,,r,,0
acp,1,0,3,32080,2,0,1,10000,0,0,3600,00 00,1,0.001,0,0,1,0,1,0,,acp,int32,,r,,0
dcp,1,0,3,32064,2,0,1,10000,0,0,3600,00 00,1,0.001,0,0,1,0,1,0,,dcp,int32,,r,,0
E_today,1,0,3,32114,2,0,1,10000,0,0,3600,00 00,1,0.01,0,0,1,0,1,0,,E_today,uint32,,r,,0
AC_kWh,1,0,3,32106,2,0,1,10000,0,0,3600,00 00,1,0.01,0,0,1,0,1,0,,AC_kWh,uint32,,r,,0
Insulation,1,0,3,32088,1,0,1,10000,0,0,3600,00 00,1,0.001,0,0,1,0,1,0,,Insulation,uint16,,r,,0
freq,1,0,3,32085,1,0,1,10000,0,0,3600,00 00,1,0.01,0,0,1,0,1,0,,freq,uint16,,r,,0
event_1,1,0,3,32008,1,0,1,10000,0,0,3600,00 00,1,1,0,0,1,0,1,0,,event_1,uint16,,r,,0
event_2,1,0,3,32009,1,0,1,10000,0,0,3600,00 00,1,1,0,0,1,0,1,0,,event_2,uint16,,r,,0
event_3,1,0,3,32010,1,0,1,10000,0,0,3600,00 00,1,1,0,0,1,0,1,0,,event_3,uint16,,r,,0
